COD_ACCIDE;FechaDelAccidente;HoraDelAccidente;ClaseDelAccidente;SecuenciaAccidente;CantidadDeFallecidos;CantidadDeLesionados;Direccion;LugarReferencia;y;x;CondClimatica;CausaFactorPrincipal;CausaEspecifica;OtraCausa;Observaciones
A-2023-04-88;11/04/2023;10:30;ATROPELLO;-;1;0;CARRETERA DE ACCESO A RANCHO GRANDE;-;-7.595236912;-78.46746144357772;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);DE MANERA CONFIADA DONDE TUVO UN DESCUIDO EN LA CONDUCCION DESATENDIENDOSE POR UN MOMENTO DEL CAMPO VISUAL DE LA VIA;
A-2023-04-89;11/04/2023;18:50;ATROPELLO FUGA;-;1;0;CARRETERA PANAMERICANA NORTE ALTURA DEL KM. 556;-;-8.1846915;-78.9843106;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2023-04-9;08/04/2023;13:30;DESPISTE;DESPITSE,CHOQUE FATAL;1;1;CARRETERA AREQUIPA - JULIACA KM. 139.900;KM.139.900;-15.9735405;-71.24066382;DESPEJADO;NO IDENTIFICA LA CAUSA;;;SIN OBSERVACIONES 
A-2023-04-90;20/04/2023;02:00;DESPISTE;-;2;0;CARRETERA DE PENETRACION A LA SIERRA LIBERTEÑA ALTURA DEL SECTOR ALTO MOLINO - ULTIMA CURVA DE LAS PAMPAS DE HUAGUIL;-;-7.7912379;-77.881626;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2023-04-91;11/04/2023;11:00;CHOQUE;-;1;1;CARRETERA DE PENETRACION A LA SIERRA LIBERTEÑA ALTURA DEL KM. 144;-;-7.971877964;-78.20692775474994;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);DESTATENCION EN LA CONDUCCION;
A-2023-04-92;22/04/2023;21:00;ATROPELLO FUGA;-;1;0;CARRETERA PANAMERICANA NPRTE ALTURA DEL KM. 466;-;-8.819418438;-78.65648743844363;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2023-04-93;20/04/2023;15:20;ATROPELLO;-;1;0;AV. LAS FLORES S/N;-;-8.512744;-78.680837;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);IMPRUDENCIA DEL CONDUCTOR, ACCION OPERATIVA IMPRUDENTEDEL MINIBUS POR RETROCEDER OCUPANDO MAYOR PARTE DEL AREA DEL CRUCERO PEATONAL;
A-2023-04-94;26/04/2023;20:40;CHOQUE;-;1;0;CARRETERA DE PENETRACION A LA SIERRA LIBERTEÑA ALTURA DEL OVALO LAREDO;-;-8.09257777;-78.9679405032972;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2023-04-95;29/04/2023;07:00;CHOQUE;-;1;0;CARRETERA DE PENETRACION A LA SIERRA LIBERTEÑA ALTURA DEL KM. 01;-;-8.1302045;-79.0136583;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;DESACATO DE SEÑAL DE TRÁNSITO;;
A-2023-04-96;29/04/2023;17:00;DESPISTE;-;1;0;CARRETERA PANAMERICANA NORTE ALTURA DEL KM. 659.9;-;-7.478889;-79.420416;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;
A-2023-04-97;29/04/2023;10:00;ATROPELLO;-;1;0;INTERSECCION DE LA AV. JOSE MARIA EGUREN Y LA AV. CESAR VALLEJO;-;-8.111718077;-79.01885088;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2023-04-98;02/04/2023;01:00;VOLCADURA;VOLCADURA CON CONSECUENCIA FATAL;1;1;SECTOR CAMAÑAYOC ;CARRETERA ÑAHUINLLA A PAMPUTA;-13.8176817;-72.43146343720136;;;;;
A-2023-04-99;19/04/2023;06:15;ESPECIAL;ACCIDENTE ESPECIAL CAIDA DE PIEDRA;3;0;KM 761 PACHACHACA;CARRETERA DESVÍO GRAU;-13.6873942;-72.91617435322118;;;;;
A-2023-05-1;01/05/2023;18:40;CHOQUE FUGA;CONSECUENCIA FATAL;1;0;CARRETERA CAPACHICA - PUNO;KM. 36 SECTOR CHACOMOCCO;-15.61817955;-69.8369281869057;DESPEJADO;NO IDENTIFICA LA CAUSA;;;FALTA DE UN ELEMENTO ( VEHICULO)
A-2023-05-10;14/05/2023;23:20;ATROPELLO FUGA;;1;0;AV. VICTOR MALASQUEZ ;PARADERO TRES MARIAS;-12.1127661;-76.87371350616725;;;;;
A-2023-05-100;31/05/2023;15:05;DESPISTE;DESPISTE CON CONSECUENCIAS FATALES;1;0;KM 842   500 SECTOR TAMBO CURAHUASI;SECTOR TAMBO CURAHUASI;-13.63706624;-72.60274134900625;;;;;
A-2023-05-101;14/05/2023;19:30;CHOQUE;CHOQUE, VOLCADURA Y DESPISTE ;2;6;CARRETERA VIAL LA UNION - SECHURA ;TRAMO RINCONADA LLICUAR - SECHURA ;-5.4950285;-80.778035;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;ADELANTAR INDEBIDAMENTE;;
A-2023-05-102;09/05/2023;11:30;DESPISTE;VOLCADURA SEGUIDO DE MUERTE, LESIONES Y DAÑOS MATERIALES ;1;0;CARRETERA A SAMPABLO DE VALERA ;KM 0 900;-6.05205;-77.9178956;DESPEJADO;NO IDENTIFICA LA CAUSA;;;SE INVESTIGA
A-2023-05-103;02/05/2023;18:30;CHOQUE;CON CONSECUENCIA DE MUERTE;2;0;CARRETERA IQUITOS NAUTA KM. 16500;ALTURA DEL POSTE DE CONCRETO Y TENDIDO TELEFONICO N° AMOV-477;-3.90298775;-73.35507524;;;;;
A-2023-05-104;24/05/2023;20:30;CHOQUE;FRONTAL MUERTE Y DAÑOS MATERIALES;1;1;AV. PARTICIPACION CDRA. 23;FRONTIS DEL GRIFO MAX ;-3.7771768;-73.275805;;;;;
A-2023-05-105;26/05/2023;21:50;CHOQUE;LESIONES CULPOSAS CON SUBSECUENTE MUERTE;1;1;CALLE SAN ANOTIO CON ROMULO ESPINAR;INTERSECCION DE LAS CALLES MENCIONADAS;-3.7360171;-73.2474853;;;;;
A-2023-05-106;01/05/2023;23:30;CHOQUE;-;1;12;CARRETERA PANAMERICANA SUR KILOMETRO 176;500;-13.336721;-76.233743;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-05-107;26/05/2023;08:10;DESPISTE;;1;2;AV. NESTOR GAMBETTA ;ALTURA DE LA PUERTA N° 8 DE LA REFINERIA LA PAMPILLA-;-11.920192;-77.129354;;;;;
A-2023-05-108;14/05/2023;08:30;ATROPELLO FUGA;-;1;0;CARRETERA PANAMERICANA SUR ALTURA DEL KILOMETRO 206;200;-13.506279;-76.141225;DESPEJADO;IMPRUDENCIA DEL PEATÓN;CRUCE INDEBIDO POR LA CALZADA;;
A-2023-05-109;28/05/2023;19:55;ATROPELLO;-;1;0;ANTIGUA CARRETERA PANAMERICANA SUR ALTURA DEL KILOMETRO 198 ;-;-13.43404;-76.13442;DESPEJADO;NO IDENTIFICA LA CAUSA;;;INVESTIGACIÓN A CARGO DE LA FISCALIA 
A-2023-05-11;03/05/2023;20:35;DESPISTE;CHOQUE;1;0;CARRETERA PANAMERICANA NORTE. KM 268.100;ALTURA DEL EJE VIAL.;-3.507851516;-80.2973716666135;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);FALTA DE CUIDADO Y PREVENCION;
A-2023-05-110-A;13/05/2023;15:45;DESPISTE;;1;1;KM. 994.7 CARRETERA PANAMERICANA SUR;;-16.685099;-71.870726;DESPEJADO;NO IDENTIFICA LA CAUSA;;;SIN OBSERVACIONES
A-2023-05-110-B;2023-05-14 00:00:00;05:15;DESPISTE;VOLCADURA;2;0;KM 35 DE LA CARRETERA LIRCAY - LICAPA;KM 35;-13.142764;-74.873354;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-05-111;20/05/2023;12:00;CHOQUE;;1;1;CARRETERA CENTRAL HUANCAYO - AYACUCHO DENOMINADO CUCHARAN;LUGAR DENOMINADO CUCHARAN;-12.495509;-74.72221;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2023-05-112;28/05/2023;05:30;CHOQUE CON OBJETO FIJO;DESPISTE;1;1;CARRETERA PANAMERICANA NORTE KM 10.500 (REF . ALT INGRESO VIA EXPRESA LINEA AMARILLA );;-12.03520243;-77.04900501;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-05-113;27/05/2023;20:00;ATROPELLO;;1;0;AV. AVIACION CDRA 01;;-12.05875452;-77.01399072;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;
A-2023-05-114;27/05/2023;20:10;ATROPELLO;FATAL;1;0;CARRETERA PANAMERICANA NORTE KM.34.500 ;(ALT GRIFO  VIPUSA);-11.841271;-77.10371989;DESPEJADO;IMPRUDENCIA DEL PEATÓN;OTRO (IMPRUDENCIA DEL PEATÓN);IMPRUDENCIA DEL CONDUCTOR;
A-2023-05-115;29/05/2023;17:30;ATROPELLO;FATAL;1;0;AV. BRASIL CDRA 20;;-12.07878024;-77.05688044;DESPEJADO;IMPRUDENCIA DEL PEATÓN;OTRO (IMPRUDENCIA DEL PEATÓN);NO ESPECIFICA;
A-2023-05-116;29/05/2023;16:00;ATROPELLO;FATAL;1;0;AV. RIVERA DEL RIO HUAYCOLORO-INT VIVIENDA MZ A LT 05 ASOCIAC. HUERTA GARNDE DEL AYLLU ;;-11.97624021;-76.89507074;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);IMPRUDENCIA DEL PEATÓN;PEATÓN MENOR DE EDAD DE 2 AÑOS
A-2023-05-117;30/05/2023;07:30;CAÍDA DE PASAJERO;FATAL;1;0;CALLE LAS BEGONIAS;MZ ILT1 FRONTIS DEL CENTRO DE SALUD JESUS OROPEZA CHONTA AA.HH JESUS OROPEZA CHONTA - PNTE PIEDRA ;-11.82623667;-77.11241649;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;DILIGENCIA A FISCALIA
A-2023-05-118;31/05/2023;19:00;ATROPELLO;;1;0;AV. PACHACUTEC (ALT. INTERSECCION CON AV 200 MILLAS );URB PACHAAMAC;-12.22405057;-76.91982411092617;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);NEGLIGENCIA DEL PEATÓN;
A-2023-05-119;26/05/2023;21:00;CHOQUE;ATROPELLO FATAL;1;0;ANTIGUA PANAMERICANA SUR KM 20.000;;-12.229045;-76.968166;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);NO INDICA LA ESPECÍFICA;
A-2023-05-12;14/05/2023;04:30;DESPISTE;SEGUIDOO DE VOLCADURA CON CONSECUENCIA FATAL, LESIONES PERSONALES Y DAÑOS MATERIALES;1;5;KM 525 50;CARETERA PATIVILCA HUARAZ- ANTES DEL PEAJE;-9.804748593;-77.43022914079498;DESPEJADO;NO IDENTIFICA LA CAUSA;;;NINGUNA
A-2023-05-120;26/05/2023;20:50;CHOQUE;VOLCADURA Y CAÍDA FATAL;1;0;AV. LA MARINA CDRA. 02 ALTRA. JR. JOSE STGO WAGNER;;-12.08478289;-77.06448613;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-05-121;24/05/2023;14:00;CHOQUE;POR ALCANCE;1;2;CARRETERA PANAMERICANA SUR KM 13.325 ;REF GRIFO PRIMAX ;-12.17345044;-76.97824974;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);NEGLIGENCIA DEL CONDUCTOR DE VEH2;
A-2023-05-122;19/05/2023;06:00;ATROPELLO FUGA;;1;0;CARRETERA CENTRAL KM.14 ATE;;-12.008269;-76.860337;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-05-123;22/05/2023;20:20;CHOQUE;FATAL;1;0;PANAMERICA NORTE KM. 26.500 ALTRA. ETS PNP-PP;;-11.899354;-77.067782;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);CONTRIBUTIVA INDICA IMPRUDENCIA DE CONDUCTOR;
A-2023-05-124;21/05/2023;23:30;ATROPELLO;FATAL;1;0;PANAMERICANA SUR KM. 010.300 ;FRENTE AL CENTRO COMERCIAL OPEN PLAZA;-12.14689319;-76.98213285;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-05-125;21/05/2023;06:30;DESPISTE;VOLCADURA, CAÍDA;1;0;PANAMERICANA SUR KM. 29.300;;-12.272526;-76.895531;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);CONTRIBUTUVA IMPRUDENCIA DEL PEATÓN;
A-2023-05-126;20/05/2023;23:40;ATROPELLO;FATAL;1;0;PANAMERICANA SUR KM. 23.800;;-12.245601;-76.937863;DESPEJADO;IMPRUDENCIA DEL PEATÓN;OTRO (IMPRUDENCIA DEL PEATÓN);NO INDICA ESPECIFICA;
A-2023-05-127;20/05/2023;19:20;VOLCADURA;CAÍDA;1;0;AUTOPISTA RAMIRO PRIALE ALTRA. KM.7.500 ;FRENTE SCANIA;-12.02100704;-76.92451146;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);NO INDICA LA ESPECÍFICA;
A-2023-05-128;14/05/2023;23:20;ATROPELLO FUGA;FATAL;1;0;AV. VICTOR MALÁSQUEZ ;(ALT PDRO TRES MARIAS) MANCHAY;-12.11263727;-76.87395975;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-05-129;14/05/2023;16:40;ATROPELLO;FATAL;1;0;ANTIGUA PANAMERICANA SUR KM 36.000;;-12.302955;-76.84265;DESPEJADO;IMPRUDENCIA DEL PEATÓN;OTRO (IMPRUDENCIA DEL PEATÓN);CONTRIBUTUVA NEGLIGENCIA DEL CONDUCTOR;
A-2023-05-13;10/05/2023;22:00;DESPISTE;SEGUIDO DE VOLCADURA CON CONSECUENCIA FATAL, LESIONES PERSOANLES Y DAÑOS MATERIALES;1;2;CARRETERA CARHUAZ  COPA CHICO KM 88 850;LUGAR DENOMINADO CALLAPAQUI;-9.283060554;-77.64921018219094;DESPEJADO;NO IDENTIFICA LA CAUSA;;;NINGUNA
A-2023-05-130;14/05/2023;07:00;ATROPELLO;FATAL;1;0;AV. JOSE GRANDA CDRA 33. INTERSECCIÓN CON CALLE BALTAZAR CARAVEDO ;ALT. AV LOS PROCERES ;-12.02103639;-77.08656019;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-05-131;13/05/2023;10:30;ATROPELLO;FATAL;1;1;JR. MADERA ALTURA DEL JR. ATAHUALPA ;;-12.03779377;-77.02698101;DESPEJADO;NO IDENTIFICA LA CAUSA;;;DILIGENCIA EN FISCALIA
A-2023-05-132;12/05/2023;21:00;ATROPELLO;FATAL;1;0;CARRETERA PANAMERICANA SUR KM. 31.200 ;REF. ALT. EMPRESA YANBAL ;-12.28162677;-76.88079856;DESPEJADO;IMPRUDENCIA DEL PEATÓN;OTRO (IMPRUDENCIA DEL PEATÓN);CONTRIBUTIVA IMPRUDENCIA DEL CONDUCTOR;
A-2023-05-133;11/05/2023;18:50;DESPISTE;VOLCADURA CAÍDA;1;0;JR. SANTIAGO DE CHUCA MZ. 53;;-12.1840592;-76.93914062;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-05-134;11/05/2023;12:30;CHOQUE;VOLCADURA, CAÍDA Y APLASTAMIENTO;1;0;AV. LAS TORRES ALT. DEL LADRILLAZOS;;-11.9985816;-76.92668958;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);NO INDICA;
A-2023-05-135;10/05/2023;13:50;ATROPELLO FUGA;FATAL;1;0;CARRETERA PANAMERICANA SUR KM. 23.500 ;ALTRA. GRIFO EL ALAMO;-12.24054167;-76.9477022;DESPEJADO;NO IDENTIFICA LA CAUSA;;;EN FISCALIA
A-2023-05-136;08/05/2023;05:00;CHOQUE;FATAL;1;24;CARRETERA PANAMERICANA SUR ALT KM 4.307 ;ALT CCJOCKEY PLAZA;-12.094176;-76.980606;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-05-137;07/05/2023;00:40;CHOQUE;VOLCADURA Y CAÍDA;1;0;AV. LAS PALMERAS CDRA 48 ;ALT JR PARIHUANCA;-11.98023189;-77.07220528;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-05-138;06/05/2023;22:40;ATROPELLO;VOLCADURA Y CAÍDA;1;0;AV. TUPAC AMARU CDRA 72. DE LA AV GERARDO UNGER ;ALT PRDRO LOS JAZMINES;-12.00216707;-77.05499941826353;DESPEJADO;NO IDENTIFICA LA CAUSA;;;DILIGENCIA EN FISCALIA
A-2023-05-139;06/05/2023;09:23;ATROPELLO;FATAL;1;0;AV. CANTO GRANDE CDRA 37;;-11.96782396;-77.00390032;DESPEJADO;NO IDENTIFICA LA CAUSA;;;DILIGENCIA EN LA FISCALIA
A-2023-05-14;15/05/2023;14:15;DESPISTE;VOLCADURA ;1;0;CARRETERA DE PENETRACION DE ZARUMILLA AL BENDITO KM 02.04;.;-3.483397801;-80.28688427327613;SOLEADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;
A-2023-05-140;03/05/2023;10:30;ATROPELLO;POR APLASTAMIENTO;1;0;INTERSECCION DEL JR. LOS DIPLOMATICOS  CON JR. LOS NAVEGANTES ;;-11.96311927;-76.98319507;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);CONTRIBUTIVA IMPRUDENCIA DEL PEATÓN;
A-2023-05-141;08/05/2023;01:00;DESPISTE;DESPISTE Y CAIDA CON CONSECUENCIAS FATAL;2;0;KM. 432 350 CARRETERA INTEROCEANICA NAZCA CUSCO;KM. 432 350 PUENTE CHONTAY;-13.78832022;-72.94705484;;;;;
A-2023-05-142;02/05/2023;22:00;CHOQUE FUGA;;1;0;AV. FIDEL MIRANDA DRA. 18;;-12.147979;-75.159387;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;GIRAR IMPRUDENTEMENTE;;NINGUNA
A-2023-05-143;05/05/2023;18:05;ATROPELLO;;1;0;AV. PANAMERICANA SUR CDRA. 18 INTERSECCION CON JR. HUANCAYO ANTIGUO;;-12.100522;-75.216756;DESPEJADO;IMPRUDENCIA DEL PEATÓN;CRUCE INDEBIDO POR LA CALZADA;;NINGUNO
A-2023-05-144;09/05/2023;15:30;CHOQUE;;2;4;CARRETERA LA OROYA - PASCO KM. 87;;-10.91089928;-76.06661079155415;NUBLADO;IMPRUDENCIA DEL CONDUCTOR;ADELANTAR INDEBIDAMENTE;;NINGUNO
A-2023-05-145;03/05/2023;18:00;ATROPELLO;SEGUIDO DE CHOQUE;1;0;AV. PRIMAVERA - YAULI ;ALTURA DE LA PLAZA PRINCIPAL;-11.71332599;-75.4743156211476;DESPEJADO;IMPRUDENCIA DEL PEATÓN;CRUCE INDEBIDO POR LA CALZADA;;NINGUNA
A-2023-05-146;01/05/2023;23:45;DESPISTE;DESPISTE SEGUIDO DE CHOQUE;1;1;AV. TUPAC AMARU ;VIDENITA;-8.398294;-74.559825;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;S/O
A-2023-05-147;06/05/2023;06:40;ATROPELLO FUGA;MUERTE;1;0;CARRETERA FEDERICO BASADRE KM. 13.00;;-8.409032;-74.647506;DESPEJADO;NO IDENTIFICA LA CAUSA;;;S/O
A-2023-05-148;13/05/2023;04:00;CHOQUE;;1;3;CARRETERA CENTRAL LA OROYA - LIMA KM. 137 900;;-11.597276;-76.145393;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;INVASIÓN DE CARRIL;;NINGUNA
A-2023-05-149;17/05/2023;20:30;ATROPELLO;;1;0;AV. PANAMERICANA S/N ALTURA PUENTE CHANCHAS;;-12.114898;-75.223991;DESPEJADO;IMPRUDENCIA DEL PEATÓN;ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;NINGUNO
A-2023-05-15;12/05/2023;09:00;DESPISTE;DESPISTE, VOLCADURA FATAL;1;2;CARRETERA DE PENETRACION AREQUIPA - CHIVAY KM. 65.000;KM. 65.000;-15.704648;-71.589614;NUBLADO;NO IDENTIFICA LA CAUSA;;;SIN OBSERVACIONES 
A-2023-05-150;30/05/2023;00:50;CHOQUE CON OBJETO FIJO;;1;0;AV. 31 DE OCTUBRE;OVALO AZAPAMPA;-12.1025811;-75.1893799;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;NINGUNO
A-2023-05-151;25/05/2023;03:00;ATROPELLO FUGA;;1;0;CARRETERA CENTRAL LA OROYA-LIMA KM. 171 900;;-11.53362519;-75.92073628580673;NUBLADO;NO IDENTIFICA LA CAUSA;;;LA FALTA DE UNO DE LOS ELEMENTOS DE TRANSITO EN EL CITADO EVENTO NO PERMITE DETERMINAR FEHACIENTEMENTE LAS CAUSAS QUE MOTIVARON LA PRODUCCION DL SUCESO
A-2023-05-152;21/05/2023;18:00;CHOQUE FUGA;CHOQUE Y FUGA;1;0;CARRETERA COSTANERA SUR KM 03;;-18.07401;-70.31412;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2023-05-153;05/05/2023;05:00;DESPISTE;PRECIPITACION Y VOLCADURA;2;2;CARRETERA VINCHOS- QASANCCAY;LUGAR DENOMINADO ACCOPAMPA;-13.27084785;-74.3480863985412;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;CONDUCTOR EN ESTADO DE EBRIEDAD
A-2023-05-154;24/05/2023;17:00;ATROPELLO;;1;0;AV. DEFENSORES DEL MORRO Y AV. ALAMEDA SUR;;-12.19022849;-77.00627146;DESPEJADO;IMPRUDENCIA DEL PEATÓN;OTRO (IMPRUDENCIA DEL PEATÓN);;NINGUNA
A-2023-05-155;06/05/2023;15:40;CHOQUE;VOLCADURA;1;0;CARRETERA PANAMERICANA SUR KM 9.900;;-12.143686;-76.981723;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);;NINGUNA
A-2023-05-156;02/05/2023;01:30;VOLCADURA;EN TONEL DERECHO;1;0;KM. 04 CARRETERA QUE CONDUCE DEL CASERÍO LA MASMA AL CASERÍO HUANICO. SECTOR LA AMISTAD;;-7.158879;-78.210876;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;
A-2023-05-157;01/05/2023;16:31;ESPECIAL;ESPECIAL;1;0;PASAJE NATIVIDAD S/N;;-7.1697739;-78.4930005;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2023-05-158;06/05/2023;16:30;CHOQUE;FRONTAL EXCENTRICO;1;0;KM 34 760 CARRTERA QUEROCOTO - QUEROCOTILLO;;-6.339401;-79.027925;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;
A-2023-05-159;01/05/2023;01:02;CHOQUE CON OBJETO FIJO;FRONTAL;1;0;INTERSECCION DE PROLONGACION IQUITOS - CALLE  LOS COCOS;;-5.702527;-78.80209;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;
A-2023-05-16;13/05/2023;19:45;ATROPELLO;ATROPELLO FATAL;1;0;CARRETERA PANAMERICANA SUR KM.32.000;KM. 32.000 INGRESO AL DISTRITO DE TIABAYA;-16.409763;-71.619783;DESPEJADO;NO IDENTIFICA LA CAUSA;;;SIN OBSERVACIONES 
A-2023-05-160;01/05/2023;17:30;CHOQUE;FRONTAL EXCENTRICO IZQUIERDO;1;3;KM. 116 CARRETERA JAEN - SAN IGNACIO. ALTURA DEL CASRIO TOMAQUE;;-5.11516;-78.970649;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;
A-2023-05-161;11/05/2023;19:07;CHOQUE;POR ALCANCE;1;0;KM. 18 CARRETERA CAJAMARCA - CELENDIN;;-7.141737;-78.390571;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);DESATENCIÓN DEL CONDUCTOR;
A-2023-05-162;12/05/2023;20:40;CHOQUE;FRONTAL;1;0;CARRETREA CHOTA - LAJAS;;-6.544263;-78.681978;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;
A-2023-05-163;14/05/2023;08:40;CHOQUE CON OBJETO FIJO;SEGUIDO DE VOLCADURA ;1;3;KM 1413 CARRETERA CAJAMARCA-CHOTA;;-6.568921078;-78.6483907627679;DESPEJADO;NEGLIGENCIA DEL CONDUCTOR;CONDUCIR CON FALLAS DE FRENOS;;
A-2023-05-164;15/05/2023;05:30;DESPISTE;SUBSECUENTE VOLCADURA;1;0;KM. 66 200 DE LA CARRETERA FERNANDO BELAUNDE TERRY ;;-5.781063;-79.392888;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;
A-2023-05-165;21/05/2023;06:40;DESPISTE;;1;2;KM 32 DE LA CP CIUDAD DE DIOS - CAJAMARCA;;-7.250003;-79.23128;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);DESATENCIÓN DEL CONDUCTOR;
A-2023-05-166;21/05/2023;06:50;CHOQUE;SUBSECUENTE VOLCADURA;1;2;KM 17 140 CARRETERA SAN ISIDRO - CALLAYUC ;;-6.17667;-78.9047;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;
A-2023-05-167;22/05/2023;11:50;CHOQUE;;1;0;CARRETERA PENETRACION CIUDAD DE DIOS - CAJAMARCA. ALTURA DEL KM. 68 300;;-7.179834;-79.013475;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;
A-2023-05-168;13/05/2023;19:00;ATROPELLO;;1;0;AV. LEONCIO MARTINEZ VERAU C-4;;-7.6288114;-78.0434344;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;
