Codigo_Unico;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;LATITUD;LONGITUD;nombre_establecimiento;Direccion;Categoria;Competencia_Via;Competencia Administrativa;Siniestros_fatales
29396;150137;LIMA;LIMA;SANTA ANITA;-12.0398723;-76.9585191;CENTRO MEDICO NEUROSALUT;AVENIDA HUANCARAY NUMERO 147 PISO 1 MANZANA D LOTE 67 URBANIZACION COOPERATIVA DE VIVIENDA LOS CHANCAS DE ANDAHUAYLAS DISTRITO SANTA ANITA PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;0
25246;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.1707263;-76.917474;CONSULTORIO ODONTOLOGICO RENTERIA;AVENIDA 26 DE NOVIEMBRE NUMERO 2513 MANZANA C2 LOTE 9 URBANIZACION PUEBLO JOVEN VIRGEN DE LOURDES DISTRITO VILLA MARIA DEL TRIUNFO PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
24435;150110;LIMA;LIMA;COMAS;-11.9461621;-77.0502473;CENTRO MEDICO SOLIDARIO;AVENIDA TUPAC AMARU N¬∞ 196 KM 7.5 MANZANA K LOTE 15 URBANIZACION PJ. LA MERCED DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;0
24809;30101;APURIMAC;ABANCAY;ABANCAY;-13.6391954;-72.8929;POLICLINICO AMERICANA MEDIC ABANCAY S.R.L.;PROLONGACION CUSCO NUMERO 1103 DISTRITO ABANCAY PROVINCIA ABANCAY DEPARTAMENTO APURIMAC;I-3;PROVINCIAL;PROVINCIAL;0
18595;220101;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;-6.0300446;-76.9741302;CONSULTORIO ODONTOLAìGICO  DRA SILVIA LOPEZ VELASQUEZ;JR. SAN MARTIN N¬∞ 596 DISTRITO MOYOBAMBA PROVINCIA MOYOBAMBA DEPARTAMENTO SAN MARTIN;I-1;DISTRITAL;PROVINCIAL;0
25339;150110;LIMA;LIMA;COMAS;-11.9594558;-77.053722;POLICLINICO NORTHSALUD;AVENIDA TUPAC AMARU NUMERO 6154 URBANIZACION REPARTICION DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;0
24060;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;-11.98976059;-77.01101459;POLICLINICO INTERNACIONAL SAN PABLO;AVENIDA JORGE BASADRE NUMERO 101 URBANIZACION APV SAN IGNACIO DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;0
20136;70104;CALLAO;CALLAO;LA PERLA;-12.0728073;-77.1116174;JYM CONSULTORIO DENTAL;AVENIDA AV HAYA DE LA TORRE 590 DISTRITO LA PERLA PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-1;PROVINCIAL;DISTRITAL;0
24132;150140;LIMA;LIMA;SANTIAGO DE SURCO;-12.1110895;-76.9903523;SANNA CENTRO CLAçNICO CHACARILLA;AVENIDA PRIMAVERA NUMERO 336 MANZANA C LOTE 4 URBANIZACION CHACARILLA DEL ESTANQUE DISTRITO SANTIAGO DE SURCO PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;0
3609;50107;AYACUCHO;HUAMANGA;PACAYCASA;-13.05740575;-74.21531765;PUESTO DE SALUD PACAYCASA;JR ESMERALDA DE LOS ANDES K-2 DISTRITO PACAYCASA PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-2;PROVINCIAL;DISTRITAL;0
11466;230101;TACNA;TACNA;TACNA;-18.01757561;-70.25055375;CLINICA ISABEL;CALLE CALLE ARICA N∫ 151 CALLE ARICA N∫ 151 TACNA TACNA TACNA;I-4;DISTRITAL;PROVINCIAL;0
28756;150140;LIMA;LIMA;SANTIAGO DE SURCO;-12.1286417;-76.9877174;CONSULTORIO ODONTOLOGICO  COLSAC;AVENIDA VELASCO ASTETE, ALEJANDRO 2129 DPT 000203 MZ E1 LT 000045 URBANIZACION  PROLOG BENAVIDES SANTIAGO DE SURCO LIMA LIMA;I-1;PROVINCIAL;DISTRITAL;0
9304;150101;LIMA;LIMA;LIMA;-12.0550758;-77.0241856;POSTA MAâDICA CONSTRUCCIAìN CIVIL;PROLONGACION PROLONGACION CANGALLO N¬∞ 670 DISTRITO LA VICTORIA PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;DISTRITAL;PROVINCIAL;0
28490;150137;LIMA;LIMA;SANTA ANITA;-12.0433031;-76.9703673;CONSULTORIO DENTAL HOSAMAÅ;AVENIDA Primero de Mayo NUMERO 1229 PISO 1 DISTRITO SANTA ANITA PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
19186;200104;PIURA;PIURA;CASTILLA;-5.2003446;-80.621756;CENTRO DENTAL KIRU HAMPY KAMAYOQ;PARQUE URB SANTA ISABEL EL PARQUE 160 DISTRITO PIURA PROVINCIA PIURA DEPARTAMENTO PIURA;I-1;PROVINCIAL;DISTRITAL;0
15285;150201;LIMA;BARRANCA;BARRANCA;-10.7531093;-77.7611014;CENTRO MEDICO GOMEZ;AVENIDA AREQUIPA 150 BARRANCA BARRANCA LIMA;I-3;DISTRITAL;PROVINCIAL;0
27774;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;-11.99676104;-77.00846267;CONSULTORIO DENTAL MODERNO;AVENIDA LOS POSTES OESTE NUMERO 180 PISO 2 DEPARTAMENTO 201 MANZANA U LOTE 30 URBANIZACION APV SAN HILARION DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
27956;150142;LIMA;LIMA;VILLA EL SALVADOR;-12.2286011;-76.9276716;CONSULTORIO DENTAL TE CUIDARAâ ODONTOLOGAçA ESTAâTICA;OTROS SECTOR 6, GRUPO  3A MANZANA D LOTE 13 DISTRITO VILLA EL SALVADOR PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
25590;160101;LORETO;MAYNAS;IQUITOS;-3.7323305;-73.2546289;PUESTO DE SALUD I-1 SAN JUAN DE PURITANIA;CARRETERA KILOMETRO 79 KILOMETRO 79 DISTRITO NAUTA PROVINCIA LORETO DEPARTAMENTO LORETO;I-1;DISTRITAL;PROVINCIAL;0
3631;50114;AYACUCHO;HUAMANGA;VINCHOS;-13.31453012;-74.33964905;PUESTO DE SALUD ARIZONA;PLAZA COMUNIDAD ARIZONA MANZANA A1 LOTE 1 DISTRITO VINCHOS PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-2;PROVINCIAL;DISTRITAL;0
25925;150801;LIMA;HUAURA;HUACHO;-11.1227218;-77.6105679;CENTRO MEDICO PSV MEDIC CENTER HUACHO EIRL;URBANIZACION INDUSTRIA PACOCHA MANZANA H LOTE 06 DISTRITO HUACHO PROVINCIA HUAURA DEPARTAMENTO LIMA;I-3;DISTRITAL;PROVINCIAL;0
25568;150133;LIMA;LIMA;SAN JUAN DE MIRAFLORES;-12.15945235;-76.95890512;CONSULTORIO MEDICO DR. CASMA;AVENIDA LOS HEROES 1186 OFICINA 202 DISTRITO SAN JUAN DE MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;1
26118;160101;LORETO;MAYNAS;IQUITOS;-3.75274919;-73.24695301;CENTRO MEDICO AìPTICA ROMERO;ARICA NUMERO 516 DISTRITO IQUITOS PROVINCIA MAYNAS DEPARTAMENTO LORETO;I-2;DISTRITAL;PROVINCIAL;0
25872;70101;CALLAO;CALLAO;CALLAO;-12.0097575;-77.09709677;"POLICLINICO  ""VIDAS""";AVENIDA LOS DOMINICOS NUMERO 510 DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-3;PROVINCIAL;PROVINCIAL;0
9218;210501;PUNO;EL COLLAO;ILAVE;-16.0825395;-69.6384724;POLICLINICO ILAVE -  RED ASISTENCIAL PUNO;JR. INDEPENDENCIA N∫ 210 - PLAZA DE ARMAS DISTRITO ILAVE PROVINCIA EL COLLAO DEPARTAMENTO PUNO;I-3;DISTRITAL;PROVINCIAL;0
13746;70101;CALLAO;CALLAO;CALLAO;-12.05567551;-77.14062966;CONSULTORIO SOCIAL SAN FRANCISCO;AVENIDA AV. VENEZUELA N∫ 779 BELLAVISTA DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-2;PROVINCIAL;PROVINCIAL;0
25456;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.21197936;-76.90634016;CONSULTORIOS DENTALES REDISE;OTROS PUEBLO JOVEN VILLA POETA JOSE GALVEZ PARCELA B' MANZANA 53 LOTE 10 DISTRITO VILLA MARIA DEL TRIUNFO PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
25553;150110;LIMA;LIMA;COMAS;-11.94199072;-77.06668804;CONSULTORIO DENTAL DYODENT;"AVENIDA GUILLERMO DE LA FUENTE 101 2 1 1 URBANIZACION SANTA LUZMILA CRUCE DE GUILLERMO DE LA FUENTE CON  GERARDO UNGER . PARADERO CRUCERO 
SANTA LUZMILA COMAS COMAS LIMA LIMA";I-1;PROVINCIAL;DISTRITAL;0
27325;150203;LIMA;BARRANCA;PATIVILCA;-10.6962244;-77.7757271;CENTRO DE SALUD MENTAL COMUNITARIO DE BARRANCA;OTROS PLAYA PUERTO CHICO S/N EX PRONOIE BARRANCA BARRANCA LIMA;I-3;PROVINCIAL;DISTRITAL;0
13995;150134;LIMA;LIMA;SAN LUIS;-12.0814374;-76.9959047;CENTRO MAâDICO SANTA RITA II;AVENIDA AV CANADA 3299 1ER Y 2DO PISO URB JAVIER PRADO DISTRITO SAN LUIS PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;0
26242;70101;CALLAO;CALLAO;CALLAO;-12.00118392;-77.10647172;CONSULTORIO DENTAL RYR DENTIX;AVENIDA COLECTORA NUMERO 545 PISO 2 DEPARTAMENTO 202 URBANIZACION EL ALAMO CALLAO DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-1;PROVINCIAL;PROVINCIAL;0
27811;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;-6.7603743;-79.8630332;CENTRO DE FORMACIAìN ODONTOLOGICA CEFO USAT;AVENIDA SAN JOSE MARIA ESCRIBA DE BALAGUER NUMERO 855 DISTRITO CHICLAYO PROVINCIA CHICLAYO DEPARTAMENTO LAMBAYEQUE;I-1;DISTRITAL;PROVINCIAL;0
26582;150134;LIMA;LIMA;SAN LUIS;-12.0795475;-76.9919342;CENTRO MEDICO SAN  JOSE MARELLO;AVENIDA CANADA NUMERO 3789 URBANIZACION VILLA JARDIN DISTRITO SAN LUIS PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;0
26454;150121;LIMA;LIMA;PUEBLO LIBRE;-12.077027;-77.072012;FONOAUDIO CENTRO INTEGRAL DE SALUD AUDITIVA;AVENIDA MANUEL CIPRIANO DULANTO NUMERO 1547 PISO 2 DISTRITO PUEBLO LIBRE PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;0
26563;150131;LIMA;LIMA;SAN ISIDRO;-12.0893469;-77.0109273;CONSULTORIO MEDICO - Dra. Milagros Quinto;AVENIDA JAVIER PRADO ESTE NUMERO 1510 PISO 5 DEPARTAMENTO 501 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;2
26205;150111;LIMA;LIMA;EL AGUSTINO;-12.0618186;-76.9802503;CONSULTORIO MEDICO DE SEDAPAL- SEDE ATE;AVENIDA NICOLAS AYLLON NUMERO 2309 PISO 3 DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;0
27576;50101;AYACUCHO;HUAMANGA;AYACUCHO;-13.1638533;-74.2232549;CONSULTORIO ODONTOLOGICO QUIROS;AVENIDA RAMON CASTILLA NUMERO 109 PISO 2 DISTRITO AYACUCHO PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;PROVINCIAL;0
26601;40126;AREQUIPA;AREQUIPA;YANAHUARA;-16.39241544;-71.5413785;DENSOMED CONSULTORIO DE DIAGNOSTICO DE OSTEOPOROSIS Y ENFERMEDADES REUMAÅTICAS;AVENIDA EJERCITO NUMERO 101 PISO 6 DEPARTAMENTO 606 DISTRITO YANAHUARA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-2;PROVINCIAL;DISTRITAL;0
26378;40126;AREQUIPA;AREQUIPA;YANAHUARA;-16.39249778;-71.5413785;OTOGYN CONSULTORIO DE GINECOLOGIA Y OBSTETRICIA;AVENIDA EJERCITO NUMERO 101 PISO 2 DEPARTAMENTO 204 DISTRITO YANAHUARA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-2;PROVINCIAL;DISTRITAL;0
26612;150137;LIMA;LIMA;SANTA ANITA;-12.04620366;-76.97347152;POLICLINICO PERUMEDIC;AVENIDA FRANCISCO BOLOGNESI NUMERO 1040 URBANIZACION UNIVERSAL DISTRITO SANTA ANITA PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;0
4205;30215;APURIMAC;ANDAHUAYLAS;SANTA MARIA DE CHICMO;-13.6478326;-73.49924985;PUESTO DE SALUD TARAMBA;AVENIDA AV. 23 DE SETIEMBRE S/N NUMERO S/N DISTRITO SANTA MARIA DE CHICMO PROVINCIA ANDAHUAYLAS DEPARTAMENTO APURIMAC;I-1;PROVINCIAL;DISTRITAL;0
26422;40112;AREQUIPA;AREQUIPA;PAUCARPATA;-16.42130016;-71.50934592;CENTRO MEDICO SWISS PERUVIAN;CALLE RICARDO PALMA NUMERO 606 URBANIZACION JESUS MARIA DISTRITO PAUCARPATA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-3;PROVINCIAL;DISTRITAL;0
27068;150103;LIMA;LIMA;ATE;-12.01673871;-76.82504094;CENTRO DE SALUD MENTAL COMUNITARIO SANTA ROSA DE HUAYCAN;AVENIDA 15 DE JULIO ZONA D, LOTE 24 LOTE 24 URBANIZACION ACV HUAYCAN DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;0
25710;60801;CAJAMARCA;JAEN;JAEN;-5.70879533;-78.80710461;CONSULTORIO ODONTOLOGICO RICHART DENT;CALLE SAN MARTIN NUMERO 1284 PISO 2 DISTRITO JAEN PROVINCIA JAEN DEPARTAMENTO CAJAMARCA;I-2;PROVINCIAL;PROVINCIAL;1
17343;150137;LIMA;LIMA;SANTA ANITA;-12.039429;-76.968048;CONSULTORIO ODONTOLOGICO DENTISALUD;AVENIDA AV. LOS CHANCAS N∫ 288 COOPERATIVA DE VIVIENDA LOS CHANCAS DE ANDAHUAYLAS DISTRITO SANTA ANITA PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
27168;150201;LIMA;BARRANCA;BARRANCA;-10.74920364;-77.76252932;consultorio medico ECOGYN;CASTILLA NUMERO 379 PISO 2 DEPARTAMENTO 201 DISTRITO BARRANCA PROVINCIA BARRANCA DEPARTAMENTO LIMA;I-2;DISTRITAL;PROVINCIAL;0
28469;50101;AYACUCHO;HUAMANGA;AYACUCHO;-13.1517652;-74.2275817;"CONSULTORIO DENTAL ""NUEVA SONRISA""";URBANIZACION BANCO DE LA NACION MANZANA E LOTE 31 DISTRITO AYACUCHO PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;PROVINCIAL;0
28265;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;-6.22970942;-77.86571673;Consultorios MA©dicos Montoya;Amazonas NUMERO 231 DISTRITO CHACHAPOYAS PROVINCIA CHACHAPOYAS DEPARTAMENTO AMAZONAS;I-2;PROVINCIAL;PROVINCIAL;0
27316;150122;LIMA;LIMA;MIRAFLORES;-12.1136105;-77.039744;Consultorio MA©dico Roni Luna;AVENIDA Santa Cruz NUMERO 1068 DEPARTAMENTO 602 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;0
28120;50101;AYACUCHO;HUAMANGA;AYACUCHO;-13.1638737;-74.2235641;CONSULTORIO MEDICO ALLIN QAMPIQ;JR LONDRES 103 NUMERO 103 PISO 2 DISTRITO AYACUCHO PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-2;PROVINCIAL;PROVINCIAL;0
27074;150110;LIMA;LIMA;COMAS;-11.913596;-77.039878;CONSULTORIO OBSTETRICO VIDA Y SALUD;AVENIDA TUPAC AMARU NUMERO 7987 PISO 1 URBANIZACION POPULAR SAN JUAN BAUTISTA I ETAPA DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
27276;150101;LIMA;LIMA;LIMA;-12.048208;-77.043831;POLICLINICO  ARTHROSALUD;SANCHEZ PINILLOS NUMERO 188 DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;DISTRITAL;PROVINCIAL;0
27818;211101;PUNO;SAN ROMAN;JULIACA;-15.53120166;-70.13198252;centro de salud mental comunitario san roman juliaca;URBANIZACION municipal taparachi III etapa sector pentagono hospital materno infantil JULIACA SAN ROMAN PUNO;I-3;DISTRITAL;PROVINCIAL;0
28147;150110;LIMA;LIMA;COMAS;-11.9338442;-77.0465045;CENTRO ODONTOLOGICO DRA ZAVALAGA;AVENIDA TUPAC AMARU NUMERO 3728 URBANIZACI? LA PASCANA DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;0
27997;200101;PIURA;PIURA;PIURA;-5.1855064;-80.630416;CENTRO MAâDICO CRUZ DE MOTUPE E.I.R.L;CALLE LOS CEIBOS NUMERO 272 MANZANA I LOTE 18 URBANIZACION SANTA ISABEL DISTRITO PIURA PROVINCIA PIURA DEPARTAMENTO PIURA;I-3;DISTRITAL;PROVINCIAL;0
27877;150133;LIMA;LIMA;SAN JUAN DE MIRAFLORES;-12.1553031;-76.9723389;"CONSULTORIO DENTAL "" DR. CASTILLA """;AVENIDA SAN JUAN 1095, INT 202, ZONA A URBANIZACION SAN JUAN DISTRITO SAN JUAN DE MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
27019;120101;JUNIN;HUANCAYO;HUANCAYO;-12.07303952;-75.20764807;CONSULTORIO ODONTOLOGICO NUEVA SONRISA;CALLE REAL NUMERO 1049 PISO 2 DEPARTAMENTO 201 DISTRITO HUANCAYO PROVINCIA HUANCAYO DEPARTAMENTO JUNIN;I-1;DISTRITAL;PROVINCIAL;0
26065;211101;PUNO;SAN ROMAN;JULIACA;-15.49748576;-70.12629219;CENTRO MEDICO JOVE ANDINA S.R.L.;RAMON CASTILLA NUMERO 137 URBANIZACION SARUMILLA DISTRITO JULIACA PROVINCIA SAN ROMAN DEPARTAMENTO PUNO;I-3;DISTRITAL;PROVINCIAL;0
28256;220101;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;-6.04254033;-76.96806061;CELDENT CONSULTORIO DENTAL;San Carlos NUMERO 198 PISO 1 DISTRITO MOYOBAMBA PROVINCIA MOYOBAMBA DEPARTAMENTO SAN MARTIN;I-1;DISTRITAL;PROVINCIAL;0
28875;100101;HUANUCO;HUANUCO;HUANUCO;-9.9207648;-76.2410843;CENTRO DE SALUD APARICIO POMARES;PROLONGACION JUNIN SIN NUMERO ENTRE LOS Jr.ES MICAELA BASTIDAS E INDEPENDENCIA HUANUCO HUANUCO HUANUCO;I-3;DISTRITAL;PROVINCIAL;0
1233;40126;AREQUIPA;AREQUIPA;YANAHUARA;-16.38601829;-71.54048923;CENTRO DE SALUD YANAHUARA;CALLE ESQUINA CALLES UGARTE Y ESPINAR S/N NUMERO S/N DISTRITO YANAHUARA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-3;PROVINCIAL;DISTRITAL;0
3669;50412;AYACUCHO;HUANTA;CHACA;-12.78415747;-74.20562204;PUESTO DE SALUD CHACA;PLAZA PLAZA PRINCIPAL DE CHACA DISTRITO CHACA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-2;PROVINCIAL;DISTRITAL;0
28313;150103;LIMA;LIMA;ATE;-12.0592916;-76.9671203;CONSULTORIO MEDICO HERSIL;AVENIDA LOS FRUTALES NUMERO 220 URBANIZACION FUNDO MONTERRICO GRANDE OESTE DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;0
19314;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;-6.22904731;-77.87309899;CONSULTORIO ODONTOLOGICO VIVIDENT;JR AYACUHO 1021 SEGUNDO PISO DISTRITO CHACHAPOYAS PROVINCIA CHACHAPOYAS DEPARTAMENTO AMAZONAS;I-1;PROVINCIAL;PROVINCIAL;0
3616;50109;AYACUCHO;HUAMANGA;SAN JOSE DE TICLLAS;-13.14019156;-74.37033016;PUESTO DE SALUD MOLINOS (RUMIHUASI);OTROS COMUNIDAD DE MOLINOS DISTRITO SAN JOSE DE TICLLAS PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
3558;50101;AYACUCHO;HUAMANGA;AYACUCHO;-13.1872636;-74.26149444;PUESTO DE SALUD RANCHA;OTROS COMUNIDAD DE RANCHA DISTRITO AYACUCHO PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;PROVINCIAL;0
30309;150137;LIMA;LIMA;SANTA ANITA;-12.05319991;-76.9617119;POLICLINICO SAN MARTIN;LAS ALONDRAS NUMERO 375 MANZANA B1 LOTE 20 URBANIZACION SANTA ANITA DISTRITO SANTA ANITA PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;1
21555;40101;AREQUIPA;AREQUIPA;AREQUIPA;-16.4072825;-71.5328714;CENTRO MEDICO FE Y SALUD;CALLE CALLE. 15 DE AGOSTO NRO. 206 URB. IV CENTENARIO DISTRITO AREQUIPA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-3;PROVINCIAL;PROVINCIAL;0
14732;60101;CAJAMARCA;CAJAMARCA;CAJAMARCA;-7.1617465;-78.5127855;POLICLINICO PEDIATRICO DEL NORTE;Jr.LOS SAUCES N¬∞ 343 URB. LOS ROSALES Jr.LOS SAUCES N¬∞ 343 URB. LOS ROSALES CAJAMARCA CAJAMARCA CAJAMARCA;I-3;PROVINCIAL;PROVINCIAL;0
24620;150121;LIMA;LIMA;PUEBLO LIBRE;-12.0708291;-77.0505559;CONSULTORIO DE GASTROENTEROLOGIA;AVENIDA BRASIL NUMERO 1188 DEPARTAMENTO 201 DISTRITO PUEBLO LIBRE PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;1
28742;200101;PIURA;PIURA;PIURA;-5.1981699;-80.6292938;CENTRO ODONTOLOGICO PEDIATRICO DENTI KIDS E.I.R.L.;JUNIN NUMERO 1049 DISTRITO PIURA PROVINCIA PIURA DEPARTAMENTO PIURA;I-1;DISTRITAL;PROVINCIAL;0
21959;150140;LIMA;LIMA;SANTIAGO DE SURCO;-12.11027268;-76.97722953;WORK & HEALTH CENTRO CLINICO;AVENIDA AV. PRIMAVERA 1160, URB. VALLE HERMOSO DE MONTERRICO - ZONA ESTE DISTRITO SANTIAGO DE SURCO PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;0
17524;150117;LIMA;LIMA;LOS OLIVOS;-11.99099373;-77.07199997;CONSULTORIO MEDICO SAN BARTOLOME;AVENIDA AV. CARLOS IZAGUIRRE N∫ 908, 2DO PISO, URB. LAS PALMERAS I ETAPA DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;3
27243;150135;LIMA;LIMA;SAN MARTIN DE PORRES;-12.0273729;-77.056231;CONSULTORIO ODONTOLOGICO DR SANTILLAN;AVENIDA EDUARDO DE HABICH 522 A URB INGENIERIA DISTRITO SAN MARTIN DE PORRES PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
27704;50101;AYACUCHO;HUAMANGA;AYACUCHO;-13.16115749;-74.22296329;POLICLINICO LA FAMILIA;URBANIZACION MARISCAL CACERES MANZANA A LOTE 40 DISTRITO AYACUCHO PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-3;PROVINCIAL;PROVINCIAL;0
27273;150135;LIMA;LIMA;SAN MARTIN DE PORRES;-12.009563;-77.053537;POLICLINICO CRISTO VIENE SAC;"AVENIDA GERARDO UNGER 1557 FIORI FRENTE A LA ESTACION EL MILAGRO DEL METROPOLITANO
AL COSTADO DE OFICINA DE MIGRACIONES SAN MARTIN DE PORRES LIMA LIMA";I-3;PROVINCIAL;DISTRITAL;0
1299;40106;AREQUIPA;AREQUIPA;CHIGUATA;-16.40277486;-71.39231933;CENTRO DE SALUD CHIGUATA;PLAZA PLAZA PRINCIPAL J-4 CHIGUATA DISTRITO CHIGUATA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-3;PROVINCIAL;DISTRITAL;0
25853;200104;PIURA;PIURA;CASTILLA;-5.2227944;-80.6296491;CENTRO MEDICO ESPECIALIZADO MADRE DEL PERPETUO SOCORRO;AVENIDA GRAU NUMERO 2252 URBANIZACION LAS MERCEDES DISTRITO PIURA PROVINCIA PIURA DEPARTAMENTO PIURA;I-3;PROVINCIAL;DISTRITAL;1
28631;150122;LIMA;LIMA;MIRAFLORES;-12.1213736;-77.0185054;CONSULTORIO ODONTOLOGICO EVOLUTEETH;AVENIDA AV ROOSEVELT 5790 OFICINA 701 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
27546;150131;LIMA;LIMA;SAN ISIDRO;-12.1017605;-77.059921;DERMATOLOGIA CLINICA QUIRURGICA YESTETICA E.I.R.L.;AVENIDA DEL EJERCITO NUMERO 1180 PISO 5 DEPARTAMENTO 502 DISTRITO MAGDALENA DEL MAR PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;0
1247;40104;AREQUIPA;AREQUIPA;CERRO COLORADO;-16.32541994;-71.59415381;CENTRO DE SALUD CIUDAD MUNICIPAL;"OTROS ZONA ""1"",  MZ LL CIUDAD MUNICIPAL DISTRITO CERRO COLORADO PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA";I-3;PROVINCIAL;DISTRITAL;0
25226;150125;LIMA;LIMA;PUENTE PIEDRA;-11.93531354;-77.09345572;CENTRO DE SALUD MENTAL COMUNITARIO RENATO CASTRO DE LA MATA;AVENIDA JACARANDA NUMERO S/N PISO 1 URBANIZACION AAHH ENSENADA DISTRITO PUENTE PIEDRA PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;0
